uid,lexicon,pos,label,lemma,strength,source,isbase,exclude
rewards=>reward=>n,rewards,n,p,reward,w,afinn,f,
sentences=>sentence=>n,sentences,n,n,sentence,w,afinn,f,
misrepresentation=>misrepresentation=>n,misrepresentation,n,n,misrepresentation,s,liu+afinn,t,
trapped=>trap=>v,trapped,v,n,trap,s,liu+afinn,f,
applauded=>applaud=>v,applauded,v,p,applaud,w,afinn,f,
frauds=>fraud=>n,frauds,n,n,fraud,s,afinn,f,
approves=>approve=>v,approves,v,p,approve,w,afinn,f,
reach=>reach=>n,reach,n,p,reach,w,afinn,t,
accepting=>accept=>v,accepting,v,p,accept,w,afinn,f,
boycotting=>boycott=>v,boycotting,v,n,boycott,w,afinn,f,
approved=>approve=>v,approved,v,p,approve,w,afinn,f,
squelched=>squelch=>v,squelched,v,n,squelch,w,afinn,f,
once-in-a-lifetime=>None=>None,once-in-a-lifetime,None,p,None,s,afinn,f,
greenwasher=>None=>None,greenwasher,None,n,None,s,afinn,f,
amusements=>amusement=>n,amusements,n,p,amusement,s,afinn,f,
dodging=>evasion=>n,dodging,n,n,evasion,w,afinn,f,
stunned=>stun=>v,stunned,v,p,stun,w,liu+afinn,f,
degrades=>degrade=>v,degrades,v,n,degrade,w,afinn,f,
dejects=>depress=>v,dejects,v,n,depress,w,afinn,f,
shares=>share=>n,shares,n,p,share,w,afinn,f,
defender=>defender=>n,defender,n,p,defender,s,mpqa+liu+afinn,t,
degraded=>degrade=>v,degraded,v,n,degrade,w,afinn,f,
distressing=>distress=>v,distressing,v,n,distress,s,liu+afinn,f,
aggravate=>worsen=>v,aggravate,v,n,worsen,s,liu+afinn,f,
indifference=>indifference=>n,indifference,n,n,indifference,s,mpqa+liu+afinn,t,
banned=>ban=>v,banned,v,n,ban,w,afinn,f,
revered=>idolize=>v,revered,v,p,idolize,w,afinn,f,
hid=>hide=>v,hid,v,n,hide,w,afinn,f,
pretending=>pretend=>v,pretending,v,n,pretend,w,afinn,f,
damnit=>None=>None,damnit,None,n,None,s,afinn,f,
disregarding=>ignore=>v,disregarding,v,n,ignore,w,afinn,f,
thwarts=>thwart=>n,thwarts,n,n,thwart,w,afinn,f,
withdrawal=>withdrawal=>n,withdrawal,n,n,withdrawal,s,afinn,t,
poisoned=>poison=>v,poisoned,v,n,poison,w,afinn,f,
tender=>tender=>n,tender,n,p,tender,w,liu+afinn,t,
threats=>threat=>n,threats,n,n,threat,w,mpqa+liu+afinn,f,
determined=>determine=>v,determined,v,p,determine,w,afinn,f,
right direction=>None=>None,right direction,None,p,None,s,afinn,f,
piss=>urine=>n,piss,n,n,urine,s,afinn,f,
cancelling=>cancel=>v,cancelling,v,n,cancel,w,afinn,f,
vindicated=>vindicate=>v,vindicated,v,p,vindicate,w,afinn,f,
intimidated=>intimidate=>v,intimidated,v,n,intimidate,w,afinn,f,
persecutes=>persecute=>v,persecutes,v,n,persecute,w,afinn,f,
vindicates=>vindicate=>v,vindicates,v,p,vindicate,w,afinn,f,
fatality=>fatality=>n,fatality,n,n,fatality,s,afinn,t,
betrayed=>betray=>v,betrayed,v,n,betray,s,afinn,f,
intimidates=>intimidate=>v,intimidates,v,n,intimidate,w,afinn,f,
chastising=>chastise=>v,chastising,v,n,chastise,s,afinn,f,
scams=>scam=>n,scams,n,n,scam,s,liu+afinn,f,
forgotten=>forget=>v,forgotten,v,n,forget,w,afinn,f,
cynic=>cynic=>n,cynic,n,n,cynic,w,afinn,t,
faggots=>faggot=>v,faggots,v,n,faggot,s,afinn,f,
carefully=>carefully=>u,carefully,r,p,carefully,w,afinn,t,
convinced=>convinced=>u,convinced,a,p,convinced,w,afinn,t,
picturesque=>picturesque=>u,picturesque,a,p,picturesque,w,afinn,t,
restful=>restful=>u,restful,a,p,restful,w,afinn,t,
outstanding=>outstanding=>u,outstanding,a,p,outstanding,s,afinn,t,
blissful=>blissful=>u,blissful,a,p,blissful,s,afinn,t,
vulnerable=>vulnerable=>u,vulnerable,a,n,vulnerable,w,afinn,t,
sweet=>Sweet=>n,sweet,n,p,Sweet,w,afinn,f,
rofl=>None=>None,rofl,None,p,None,s,afinn,f,
eviction=>eviction=>n,eviction,n,n,eviction,w,afinn,t,
vindicating=>justify=>v,vindicating,v,p,justify,w,afinn,f,
victimizes=>victimize=>v,victimizes,v,n,victimize,s,afinn,f,
some kind=>None=>None,some kind,None,o,None,s,afinn,f,
threaten=>threaten=>v,threaten,v,n,threaten,w,mpqa+liu+afinn,t,
empty=>empty=>n,empty,n,n,empty,w,afinn,t,
fire=>fire=>n,fire,n,n,fire,w,afinn,t,
cruelty=>cruelty=>n,cruelty,n,n,cruelty,s,mpqa+liu+afinn,t,
misbehaving=>misbehave=>v,misbehaving,v,n,misbehave,w,afinn,f,
gag=>gag=>n,gag,n,n,gag,w,afinn,t,
loom=>loom=>n,loom,n,n,loom,w,afinn,t,
misunderstands=>misconstrue=>v,misunderstands,v,n,misconstrue,w,afinn,f,
postponing=>postpone=>v,postponing,v,n,postpone,w,afinn,f,
straight=>straight=>n,straight,n,p,straight,w,afinn,t,
cashing in=>None=>None,cashing in,None,n,None,w,afinn,f,
terrorizes=>terrorize=>v,terrorizes,v,n,terrorize,s,afinn,f,
fud=>None=>None,fud,None,n,None,s,afinn,f,
walkouts=>walkout=>n,walkouts,n,n,walkout,w,afinn,f,
hoping=>hop=>v,hoping,v,p,hop,w,afinn,f,
backing=>backing=>n,backing,n,p,backing,w,afinn,t,
overlooked=>overlook=>v,overlooked,v,n,overlook,w,afinn,f,
rig=>rig=>n,rig,n,n,rig,w,afinn,t,
choking=>choking=>n,choking,n,n,choking,w,afinn,t,
grant=>grant=>n,grant,n,p,grant,w,afinn,t,
perpetrator=>perpetrator=>n,perpetrator,n,n,perpetrator,w,afinn,t,
stimulated=>stimulate=>v,stimulated,v,p,stimulate,w,afinn,f,
grand=>grand_piano=>n,grand,n,p,grand_piano,w,liu+afinn,f,
absentees=>absentee=>n,absentees,n,n,absentee,w,afinn,f,
comprehensive=>comprehensive_examination=>n,comprehensive,n,p,comprehensive_examination,w,liu+afinn,f,
alert=>alert=>n,alert,n,n,alert,w,afinn,t,
absolved=>absolve=>v,absolved,v,p,absolve,w,afinn,f,
starves=>starve=>v,starves,v,n,starve,w,afinn,f,
cocksuckers=>cocksucker=>n,cocksuckers,n,n,cocksucker,s,afinn,f,
regretting=>regret=>v,regretting,v,n,regret,w,afinn,f,
absolving=>shrive=>v,absolving,v,p,shrive,w,afinn,f,
exploits=>exploit=>v,exploits,v,n,exploit,w,afinn,f,
exonerating=>acquit=>v,exonerating,v,p,acquit,w,afinn,f,
praying=>pray=>v,praying,v,p,pray,w,afinn,f,
cut=>cut=>n,cut,n,n,cut,w,afinn,t,
hated=>hate=>v,hated,v,n,hate,s,liu+afinn,f,
questioned=>question=>v,questioned,v,n,question,w,afinn,f,
crying=>crying=>n,crying,n,n,crying,w,afinn,t,
motivating=>motivation=>n,motivating,n,p,motivation,w,afinn,f,
rotflmfao=>None=>None,rotflmfao,None,p,None,s,afinn,f,
matters=>matter=>n,matters,n,p,matter,w,afinn,f,
like=>like=>n,like,n,p,like,s,liu+afinn,t,
imposes=>enforce=>v,imposes,v,n,enforce,w,afinn,f,
provoking=>arouse=>v,provoking,v,n,arouse,w,afinn,f,
prosecutes=>prosecute=>v,prosecutes,v,n,prosecute,w,afinn,f,
collapses=>collapse=>n,collapses,n,n,collapse,w,afinn,f,
visioning=>None=>None,visioning,None,p,None,w,afinn,f,
costly=>costly=>u,costly,r,n,costly,w,afinn,t,
beautifully=>beautifully=>u,beautifully,r,p,beautifully,s,afinn,t,
madly=>madly=>u,madly,r,n,madly,s,afinn,t,
dearly=>dearly=>u,dearly,r,p,dearly,s,afinn,t,
sincerely=>sincerely=>u,sincerely,r,p,sincerely,w,afinn,t,
stuck=>stuck=>u,stuck,a,n,stuck,w,afinn,t,
worthless=>worthless=>u,worthless,a,n,worthless,w,afinn,t,
affectionate=>affectionate=>u,affectionate,a,p,affectionate,s,afinn,t,
disruptive=>disruptive=>u,disruptive,a,n,disruptive,w,afinn,t,
warnings=>warning=>n,warnings,n,n,warning,s,afinn,f,
prosecuted=>prosecute=>v,prosecuted,v,n,prosecute,w,afinn,f,
innovation=>invention=>n,innovation,n,p,invention,s,liu+afinn,f,
looming=>loom=>v,looming,v,n,loom,w,afinn,f,
ache=>ache=>n,ache,n,n,ache,w,liu+afinn,t,
firing=>fire=>n,firing,n,n,fire,w,afinn,f,
greets=>greet=>v,greets,v,p,greet,w,afinn,f,
hahahah=>None=>None,hahahah,None,p,None,s,afinn,f,
exaggerates=>overstate=>v,exaggerates,v,n,overstate,w,afinn,f,
nonsense=>nonsense=>n,nonsense,n,n,nonsense,w,liu+afinn,t,
awaited=>expect=>v,awaited,v,n,expect,w,afinn,f,
colliding=>clash=>v,colliding,v,n,clash,w,afinn,f,
infected=>infect=>v,infected,v,n,infect,w,liu+afinn,f,
grave=>grave=>n,grave,n,n,grave,w,afinn,t,
insensitivity=>insensitivity=>n,insensitivity,n,n,insensitivity,s,mpqa+liu+afinn,t,
invite=>invite=>n,invite,n,p,invite,w,afinn,t,
collapsed=>collapse=>v,collapsed,v,n,collapse,w,afinn,f,
delighting=>delight=>v,delighting,v,p,delight,s,afinn,f,
gallantry=>gallantry=>n,gallantry,n,p,gallantry,s,afinn,t,
redeemed=>redeem=>v,redeemed,v,p,redeem,w,afinn,f,
exploration=>exploration=>n,exploration,n,p,exploration,w,afinn,t,
validates=>validate=>v,validates,v,p,validate,w,afinn,f,
paradox=>paradox=>n,paradox,n,n,paradox,w,afinn,t,
backs=>back=>n,backs,n,p,back,w,afinn,f,
tard=>None=>None,tard,None,n,None,w,afinn,f,
preventing=>prevent=>v,preventing,v,n,prevent,w,afinn,f,
tits=>breast=>n,tits,n,n,breast,w,afinn,f,
nice=>Nice=>n,nice,n,p,Nice,s,afinn,f,
scapegoat=>scapegoat=>n,scapegoat,n,n,scapegoat,s,mpqa+liu+afinn,t,
resign=>resign=>v,resign,v,n,resign,w,afinn,t,
prepared=>prepare=>v,prepared,v,p,prepare,w,afinn,f,
helping=>helping=>n,helping,n,p,helping,w,liu+afinn,t,
smiled=>smile=>v,smiled,v,p,smile,w,afinn,f,
worsened=>worsen=>v,worsened,v,n,worsen,s,afinn,f,
rescued=>rescue=>v,rescued,v,p,rescue,w,afinn,f,
humiliated=>humiliate=>v,humiliated,v,n,humiliate,s,afinn,f,
attacking=>attack=>v,attacking,v,n,attack,w,afinn,f,
bribe=>bribe=>n,bribe,n,n,bribe,s,afinn,t,
discards=>discard=>n,discards,n,n,discard,w,afinn,f,
infatuation=>infatuation=>n,infatuation,n,p,infatuation,w,afinn,t,
screwed up=>None=>None,screwed up,None,n,None,s,afinn,f,
spamming=>None=>None,spamming,None,n,None,w,afinn,f,
expelling=>expel=>v,expelling,v,n,expel,w,afinn,f,
helps=>help=>v,helps,v,p,help,w,afinn,f,
excluded=>exclude=>v,excluded,v,n,exclude,w,afinn,f,
dislike=>dislike=>n,dislike,n,n,dislike,s,liu+afinn,t,
enslaves=>enslave=>v,enslaves,v,n,enslave,w,afinn,f,
chagrined=>humiliate=>v,chagrined,v,n,humiliate,w,afinn,f,
manipulated=>manipulate=>v,manipulated,v,n,manipulate,w,afinn,f,
abduction=>abduction=>n,abduction,n,n,abduction,w,afinn,t,
cover-up=>cover-up=>n,cover-up,n,n,cover-up,s,afinn,t,
verdict=>verdict=>n,verdict,n,n,verdict,w,afinn,t,
comforts=>comforts=>n,comforts,n,p,comforts,w,afinn,t,
calmed=>calm=>v,calmed,v,p,calm,w,afinn,f,
manipulating=>manipulate=>v,manipulating,v,n,manipulate,w,afinn,f,
mischiefs=>mischief=>n,mischiefs,n,n,mischief,w,afinn,f,
appeased=>pacify=>v,appeased,v,p,pacify,w,afinn,f,
appeases=>pacify=>v,appeases,v,p,pacify,w,afinn,f,
melancholy=>melancholy=>n,melancholy,n,n,melancholy,s,liu+afinn,t,
desired=>desire=>v,desired,v,p,desire,w,afinn,f,
swiftly=>swiftly=>u,swiftly,r,p,swiftly,w,afinn,t,
stingy=>stingy=>u,stingy,a,n,stingy,w,afinn,t,
apathetic=>apathetic=>u,apathetic,a,n,apathetic,s,afinn,t,
hypocritical=>hypocritical=>u,hypocritical,a,n,hypocritical,w,afinn,t,
intense=>intense=>u,intense,a,p,intense,w,afinn,t,
unconfirmed=>unconfirmed=>u,unconfirmed,a,n,unconfirmed,w,afinn,t,
cautious=>cautious=>u,cautious,a,n,cautious,w,afinn,t,
exaggerated=>exaggerated=>u,exaggerated,a,n,exaggerated,w,afinn,t,
abusive=>abusive=>u,abusive,a,n,abusive,s,afinn,t,
odd=>odd=>u,odd,a,n,odd,w,afinn,t,
focused=>focus=>v,focused,v,p,focus,w,afinn,f,
survivor=>survivor=>n,survivor,n,p,survivor,w,mpqa+liu+afinn,t,
haunts=>haunt=>n,haunts,n,n,haunt,w,afinn,f,
fuked=>None=>None,fuked,None,n,None,s,afinn,f,
distresses=>distress=>n,distresses,n,n,distress,w,afinn,f,
panicked=>panic=>v,panicked,v,n,panic,s,liu+afinn,f,
terrified=>terrify=>v,terrified,v,n,terrify,s,afinn,f,
offends=>pique=>v,offends,v,n,pique,w,afinn,f,
hardy=>Hardy=>n,hardy,n,p,Hardy,w,afinn,f,
cheered=>cheer=>v,cheered,v,p,cheer,w,afinn,f,
weeping=>crying=>n,weeping,n,n,crying,w,afinn,f,
sore=>sore=>n,sore,n,n,sore,s,mpqa+liu+afinn,t,
duped=>gull=>v,duped,v,n,gull,w,afinn,f,
benefitting=>benefit=>v,benefitting,v,p,benefit,w,afinn,f,
walkout=>walkout=>n,walkout,n,n,walkout,w,afinn,t,
fulfill=>carry_through=>v,fulfill,v,p,carry_through,w,afinn,f,
violence=>violence=>n,violence,n,n,violence,s,afinn,t,
admires=>admire=>v,admires,v,p,admire,s,afinn,f,
escapes=>escape=>n,escapes,n,n,escape,w,afinn,f,
wowww=>None=>None,wowww,None,p,None,s,afinn,f,
hesitate=>hesitate=>v,hesitate,v,n,hesitate,w,afinn,t,
united=>unite=>v,united,v,p,unite,w,afinn,f,
despairs=>despair=>n,despairs,n,n,despair,s,afinn,f,
destroying=>destroy=>v,destroying,v,n,destroy,s,afinn,f,
humerous=>None=>None,humerous,None,p,None,s,afinn,f,
delay=>delay=>n,delay,n,n,delay,w,liu+afinn,t,
struggled=>struggle=>v,struggled,v,n,struggle,s,liu+afinn,f,
blocks=>block=>n,blocks,n,n,block,w,afinn,f,
await=>expect=>v,await,v,n,expect,w,afinn,f,
perjury=>perjury=>n,perjury,n,n,perjury,s,afinn,t,
dont like=>None=>None,dont like,None,n,None,w,afinn,f,
lame=>lame=>n,lame,n,n,lame,w,liu+afinn,t,
interrupted=>interrupt=>v,interrupted,v,n,interrupt,w,afinn,f,
trembling=>shaking=>n,trembling,n,n,shaking,w,afinn,f,
acquitted=>acquit=>v,acquitted,v,p,acquit,w,afinn,f,
prays=>pray=>v,prays,v,p,pray,w,afinn,f,
beauties=>beauty=>n,beauties,n,p,beauty,s,afinn,f,
widowed=>widow=>v,widowed,v,n,widow,w,afinn,f,
boosts=>boost=>n,boosts,n,p,boost,w,afinn,f,
glee=>hilarity=>n,glee,n,p,hilarity,w,liu+afinn,f,
stalled=>stall=>v,stalled,v,n,stall,w,afinn,f,
violating=>violate=>v,violating,v,n,violate,w,afinn,f,
commended=>commend=>v,commended,v,p,commend,w,afinn,f,
cutting=>cutting=>n,cutting,n,n,cutting,w,afinn,t,
twat=>fathead=>n,twat,n,n,fathead,s,afinn,f,
admonished=>admonish=>v,admonished,v,n,admonish,w,afinn,f,
expels=>expel=>v,expels,v,n,expel,w,afinn,f,
incapacitated=>disable=>v,incapacitated,v,n,disable,w,afinn,f,
aggravates=>worsen=>v,aggravates,v,n,worsen,w,afinn,f,
burdened=>burden=>v,burdened,v,n,burden,w,afinn,f,
incensed=>cense=>v,incensed,v,n,cense,w,afinn,f,
enraging=>enrage=>v,enraging,v,n,enrage,s,liu+afinn,f,
blesses=>bless=>v,blesses,v,p,bless,w,afinn,f,
postpone=>postpone=>v,postpone,v,n,postpone,w,afinn,t,
supports=>support=>n,supports,n,p,support,w,liu+afinn,f,
jackasses=>jack=>n,jackasses,n,n,jack,s,afinn,f,
loomed=>loom=>v,loomed,v,n,loom,w,afinn,f,
sleeplessness=>wakefulness=>n,sleeplessness,n,n,wakefulness,w,afinn,f,
distracted=>distract=>v,distracted,v,n,distract,w,afinn,f,
embarrasses=>embarrass=>v,embarrasses,v,n,embarrass,w,afinn,f,
pitied=>feel_for=>v,pitied,v,n,feel_for,w,afinn,f,
reaches=>reach=>n,reaches,n,p,reach,w,afinn,f,
jesus=>Jesus=>n,jesus,n,p,Jesus,w,afinn,f,
embarrassed=>embarrass=>v,embarrassed,v,n,embarrass,w,afinn,f,
foreclosures=>foreclosure=>n,foreclosures,n,n,foreclosure,w,afinn,f,
bitterly=>bitterly=>u,bitterly,r,n,bitterly,w,afinn,t,
effectively=>effectively=>u,effectively,r,p,effectively,w,afinn,t,
justifiably=>justifiably=>u,justifiably,r,p,justifiably,w,afinn,t,
sexy=>sexy=>u,sexy,a,p,sexy,s,afinn,t,
enterprising=>enterprising=>u,enterprising,a,p,enterprising,w,afinn,t,
irritating=>irritating=>u,irritating,a,n,irritating,s,afinn,t,
uneasy=>uneasy=>u,uneasy,a,n,uneasy,w,afinn,t,
apprehensive=>apprehensive=>u,apprehensive,a,n,apprehensive,w,afinn,t,
illegal=>illegal=>u,illegal,a,n,illegal,s,afinn,t,
reached=>reach=>v,reached,v,p,reach,w,afinn,f,
unapproved=>None=>None,unapproved,None,n,None,w,afinn,f,
salient=>salient=>n,salient,n,p,salient,w,afinn,t,
fuckers=>fucker=>n,fuckers,n,n,fucker,s,afinn,f,
silencing=>hush=>v,silencing,v,n,hush,w,afinn,f,
misinformed=>misinform=>v,misinformed,v,n,misinform,s,liu+afinn,f,
adopts=>adopt=>v,adopts,v,p,adopt,w,afinn,f,
interests=>interest=>n,interests,n,p,interest,w,mpqa+liu+afinn,f,
chagrin=>chagrin=>n,chagrin,n,n,chagrin,s,mpqa+liu+afinn,t,
apologise=>apologize=>v,apologise,v,n,apologize,w,afinn,f,
innovate=>introduce=>v,innovate,v,p,introduce,w,afinn,f,
applauds=>applaud=>v,applauds,v,p,applaud,w,afinn,f,
warfare=>war=>n,warfare,n,n,war,w,afinn,f,
tortured=>torture=>v,tortured,v,n,torture,w,liu+afinn,f,
swindles=>swindle=>n,swindles,n,n,swindle,s,afinn,f,
pretends=>pretend=>v,pretends,v,n,pretend,w,afinn,f,
thwarted=>thwart=>v,thwarted,v,n,thwart,w,afinn,f,
poisons=>poison=>n,poisons,n,n,poison,w,afinn,f,
recommends=>recommend=>v,recommends,v,p,recommend,w,afinn,f,
blockbuster=>blockbuster=>n,blockbuster,n,p,blockbuster,s,liu+afinn,t,
demonstration=>demonstration=>n,demonstration,n,n,demonstration,w,afinn,t,
congrats=>None=>None,congrats,None,p,None,w,afinn,f,
battles=>battle=>n,battles,n,n,battle,w,afinn,f,
provokes=>provoke=>v,provokes,v,n,provoke,w,afinn,f,
skeptics=>skeptic=>n,skeptics,n,n,skeptic,w,afinn,f,
provoked=>provoke=>v,provoked,v,n,provoke,w,afinn,f,
asshole=>asshole=>n,asshole,n,n,asshole,s,afinn,t,
underestimating=>undervalue=>v,underestimating,v,n,undervalue,w,afinn,f,
snubs=>snub=>n,snubs,n,n,snub,w,afinn,f,
alienation=>alienation=>n,alienation,n,n,alienation,w,mpqa+liu+afinn,t,
prblm=>None=>None,prblm,None,n,None,w,afinn,f,
medal=>decoration=>n,medal,n,p,decoration,s,afinn,f,
survived=>survive=>v,survived,v,p,survive,w,afinn,f,
exclusive=>exclusive=>n,exclusive,n,p,exclusive,w,afinn,t,
chances=>chance=>n,chances,n,p,chance,w,afinn,f,
agreed=>agree=>v,agreed,v,p,agree,w,afinn,f,
agrees=>agree=>v,agrees,v,p,agree,w,afinn,f,
litigation=>litigation=>n,litigation,n,n,litigation,w,afinn,t,
fatiguing=>tire=>v,fatiguing,v,n,tire,w,afinn,f,
doubting=>doubt=>v,doubting,v,n,doubt,w,afinn,f,
spammers=>spammer=>n,spammers,n,n,spammer,s,afinn,f,
gray=>gray=>n,gray,n,n,gray,w,afinn,t,
deceives=>deceive=>v,deceives,v,n,deceive,s,afinn,f,
shy=>shy=>n,shy,n,n,shy,w,afinn,t,
deceived=>deceive=>v,deceived,v,n,deceive,s,afinn,f,
strengthened=>strengthen=>v,strengthened,v,p,strengthen,w,afinn,f,
yearning=>yearn=>v,yearning,v,p,yearn,w,afinn,f,
accused=>accused=>n,accused,n,n,accused,w,afinn,t,
desperate=>desperate=>n,desperate,n,n,desperate,s,liu+afinn,t,
zealot=>Zealot=>n,zealot,n,n,Zealot,w,afinn,f,
awaits=>expect=>v,awaits,v,n,expect,w,afinn,f,
exploited=>exploit=>v,exploited,v,n,exploit,w,afinn,f,
wealth=>wealth=>n,wealth,n,p,wealth,s,afinn,t,
cheaters=>deceiver=>n,cheaters,n,n,deceiver,s,afinn,f,
frustrates=>thwart=>v,frustrates,v,n,thwart,w,liu+afinn,f,
green washing=>None=>None,green washing,None,n,None,s,afinn,f,
progress=>progress=>n,progress,n,p,progress,w,mpqa+liu+afinn,t,
fed up=>None=>None,fed up,None,n,None,s,afinn,f,
vitamin=>vitamin=>n,vitamin,n,p,vitamin,w,afinn,t,
sadly=>sadly=>u,sadly,r,n,sadly,w,afinn,t,
perfectly=>perfectly=>u,perfectly,r,p,perfectly,s,afinn,t,
clearly=>clearly=>u,clearly,r,p,clearly,w,afinn,t,
cynical=>cynical=>u,cynical,a,n,cynical,w,afinn,t,
exhilarating=>exhilarating=>u,exhilarating,a,p,exhilarating,s,afinn,t,
glamorous=>glamorous=>u,glamorous,a,p,glamorous,s,afinn,t,
woebegone=>woebegone=>u,woebegone,a,n,woebegone,w,afinn,t,
comfortable=>comfortable=>u,comfortable,a,p,comfortable,w,afinn,t,
miserable=>miserable=>u,miserable,a,n,miserable,s,afinn,t,
afraid=>afraid=>u,afraid,a,n,afraid,w,afinn,t,
lawsuit=>lawsuit=>n,lawsuit,n,n,lawsuit,w,afinn,t,
absentee=>absentee=>n,absentee,n,n,absentee,s,liu+afinn,t,
deriding=>deride=>v,deriding,v,n,deride,w,afinn,f,
validating=>validate=>v,validating,v,p,validate,w,afinn,f,
pissed=>make=>v,pissed,v,n,make,s,afinn,f,
chastised=>chastise=>v,chastised,v,n,chastise,s,afinn,f,
interrupts=>interrupt=>n,interrupts,n,n,interrupt,w,afinn,f,
spammer=>spammer=>n,spammer,n,n,spammer,s,afinn,t,
ensuring=>guarantee=>v,ensuring,v,p,guarantee,w,afinn,f,
chastises=>chastise=>v,chastises,v,n,chastise,s,afinn,f,
swindling=>victimize=>v,swindling,v,n,victimize,s,afinn,f,
piqued=>pique=>v,piqued,v,n,pique,w,afinn,f,
novel=>novel=>n,novel,n,p,novel,w,afinn,t,
adores=>adore=>v,adores,v,p,adore,s,afinn,f,
intimidate=>intimidate=>v,intimidate,v,n,intimidate,w,mpqa+liu+afinn,t,
promotes=>promote=>v,promotes,v,p,promote,w,afinn,f,
hahaha=>None=>None,hahaha,None,p,None,s,afinn,f,
promoted=>promote=>v,promoted,v,p,promote,w,afinn,f,
loathes=>abhor=>v,loathes,v,n,abhor,s,afinn,f,
agonized=>agonize=>v,agonized,v,n,agonize,s,afinn,f,
respected=>respect=>v,respected,v,p,respect,w,afinn,f,
agonizes=>agonize=>v,agonizes,v,n,agonize,s,afinn,f,
romance=>Romance=>n,romance,n,p,Romance,w,afinn,f,
privileged=>privilege=>v,privileged,v,p,privilege,s,liu+afinn,f,
injured=>injure=>v,injured,v,n,injure,w,afinn,f,
conflicting=>conflict=>v,conflicting,v,n,conflict,s,liu+afinn,f,
overselling=>None=>None,overselling,None,n,None,w,afinn,f,
fucker=>fucker=>n,fucker,n,n,fucker,s,afinn,t,
discredited=>discredit=>v,discredited,v,n,discredit,w,afinn,f,
discouraged=>discourage=>v,discouraged,v,n,discourage,w,afinn,f,
fucked=>sleep_together=>v,fucked,v,n,sleep_together,s,afinn,f,
lobby=>lobby=>n,lobby,n,n,lobby,w,afinn,t,
expand=>expand=>v,expand,v,p,expand,w,afinn,t,
frikin=>None=>None,frikin,None,n,None,w,afinn,f,
discounted=>discount=>v,discounted,v,n,discount,w,afinn,f,
obstacles=>obstacle=>n,obstacles,n,n,obstacle,w,afinn,f,
drowns=>drown=>v,drowns,v,n,drown,w,afinn,f,
stout=>stout=>n,stout,n,p,stout,w,afinn,t,
cried=>shout=>v,cried,v,n,shout,w,afinn,f,
mumpish=>None=>None,mumpish,None,n,None,w,afinn,f,
misbehaves=>misbehave=>v,misbehaves,v,n,misbehave,w,afinn,f,
cries=>cry=>n,cries,n,n,cry,w,afinn,f,
misbehaved=>misbehave=>v,misbehaved,v,n,misbehave,w,afinn,f,
afflicted=>afflict=>v,afflicted,v,n,afflict,w,afinn,f,
terrorized=>terrorize=>v,terrorized,v,n,terrorize,s,afinn,f,
killed=>kill=>v,killed,v,n,kill,s,liu+afinn,f,
arrest=>arrest=>n,arrest,n,n,arrest,w,afinn,t,
extends=>extend=>v,extends,v,p,extend,w,afinn,f,
roflcopter=>None=>None,roflcopter,None,p,None,s,afinn,f,
exempt=>exempt=>v,exempt,v,n,exempt,w,afinn,t,
clouded=>cloud=>v,clouded,v,n,cloud,w,afinn,f,
resolved=>resolve=>v,resolved,v,p,resolve,w,afinn,f,
increased=>increase=>v,increased,v,p,increase,w,afinn,f,
resolves=>resolve=>v,resolves,v,p,resolve,w,afinn,f,
crushes=>crush=>n,crushes,n,n,crush,w,afinn,f,
racists=>racist=>n,racists,n,n,racist,s,mpqa+liu+afinn,f,
exploiting=>exploit=>v,exploiting,v,n,exploit,w,afinn,f,
admitted=>admit=>v,admitted,v,n,admit,w,afinn,f,
nerves=>nerves=>n,nerves,n,n,nerves,w,afinn,t,
poor=>poor_people=>n,poor,n,n,poor_people,w,liu+afinn,f,
scared=>scar=>v,scared,v,n,scar,w,liu+afinn,f,
hail=>hail=>n,hail,n,p,hail,s,liu+afinn,t,
immortal=>immortal=>n,immortal,n,p,immortal,w,afinn,t,
growth=>growth=>n,growth,n,p,growth,w,afinn,t,
safely=>safely=>u,safely,r,p,safely,w,afinn,t,
passively=>passively=>u,passively,r,n,passively,w,afinn,t,
powerless=>powerless=>u,powerless,a,n,powerless,w,afinn,t,
fulfilled=>fulfilled=>u,fulfilled,a,p,fulfilled,w,afinn,t,
glorious=>glorious=>u,glorious,a,p,glorious,w,afinn,t,
unclear=>unclear=>u,unclear,a,n,unclear,w,afinn,t,
competent=>competent=>u,competent,a,p,competent,w,afinn,t,
toothless=>toothless=>u,toothless,a,n,toothless,w,afinn,t,
neglecting=>neglect=>v,neglecting,v,n,neglect,w,afinn,f,
leak=>leak=>n,leak,n,n,leak,s,liu+afinn,t,
corpse=>cadaver=>n,corpse,n,n,cadaver,w,afinn,f,
anguished=>anguish=>v,anguished,v,n,anguish,s,afinn,f,
woohoo=>None=>None,woohoo,None,p,None,s,afinn,f,
benefitted=>benefit=>v,benefitted,v,p,benefit,w,afinn,f,
reaching=>reach=>n,reaching,n,p,reach,w,afinn,f,
chokes=>choke=>n,chokes,n,n,choke,w,afinn,f,
scapegoats=>scapegoat=>n,scapegoats,n,n,scapegoat,w,afinn,f,
choked=>choke=>v,choked,v,n,choke,w,afinn,f,
hiding=>hiding=>n,hiding,n,n,hiding,w,afinn,t,
visions=>vision=>n,visions,n,p,vision,w,afinn,f,
freedom=>freedom=>n,freedom,n,p,freedom,w,mpqa+liu+afinn,t,
